InvoiceNo,Fournisseur
549590,F980
549591,F241
549592,F880
549593,F792
549594,F484
549595,F988
549596,F433
549597,F112
549614,F430
549619,F724
549628,F430
549633,F913
549646,F838
549664,F401
549665,F448
C549666,F732
549667,F650
549668,F959
549669,F523
549670,F730
549678,F803
549679,F906
549680,F128
549681,F165
549682,F559
549683,F593
549684,F605
C549685,F505
C549686,F322
549687,F981
C549688,F632
549689,F552
549690,F541
549691,F175
549693,F608
C549692,F481
549694,F474
549695,F744
549696,F954
549705,F449
549711,F476
549712,F360
549713,F839
549714,F149
549715,F944
549716,F838
549717,F720
549718,F450
549719,F219
549720,F779
549721,F396
549722,F363
C549723,F758
549728,F696
549729,F505
549730,F806
C549731,F450
549732,F367
549733,F742
549734,F534
549735,F771
549736,F932
549737,F269
549738,F799
549739,F635
549740,F240
549741,F319
549742,F473
549743,F620
549744,F547
549745,F173
549746,F710
549747,F720
549748,F251
549749,F706
549750,F741
549751,F455
549752,F706
C549753,F328
549754,F293
549755,F679
549756,F821
549771,F241
C549783,F738
549787,F798
C549786,F772
C549788,F716
549789,F740
549790,F207
549813,F619
C549822,F671
C549823,F150
C549824,F763
549825,F395
549826,F511
C549827,F621
549828,F509
549829,F502
549830,F271
549831,F893
549832,F666
549833,F997
549834,F438
549835,F334
549836,F390
549837,F439
549838,F433
549839,F323
C549840,F609
549841,F850
549842,F394
549843,F522
549844,F956
549845,F484
549846,F285
549847,F908
549848,F464
549849,F113
549850,F154
549851,F244
549852,F483
549874,F852
549880,F131
549881,F792
549885,F859
C549895,F695
549896,F298
C549897,F802
C549898,F131
C549899,F307
C549900,F887
549901,F797
549902,F157
549903,F532
549904,F377
C549905,F957
549906,F735
549907,F171
C549908,F899
549909,F982
549910,F164
549911,F875
C549912,F251
C549913,F518
549914,F176
549915,F230
549916,F861
549917,F470
549918,F284
C549919,F210
549920,F626
C549921,F952
C549922,F565
549923,F413
549924,F480
549925,F162
549926,F213
549927,F629
549928,F975
549929,F251
C549930,F408
549932,F948
C549931,F452
549933,F111
549934,F797
549935,F510
549936,F223
549937,F946
549938,F485
549939,F838
549940,F180
549941,F871
549942,F274
549943,F878
549944,F148
C549945,F398
549946,F186
549947,F250
549948,F539
549949,F234
549950,F769
549951,F275
549952,F664
549953,F209
549954,F491
C549955,F471
549956,F499
549957,F981
549958,F436
549959,F864
C549960,F868
549961,F287
C549962,F702
549964,F502
549965,F145
549966,F760
549967,F190
549969,F978
C549968,F937
549970,F151
549971,F131
549972,F726
C549973,F553
549974,F561
549975,F427
549976,F501
549977,F800
549978,F373
549979,F263
549980,F860
549981,F930
549982,F670
549983,F400
549984,F575
549985,F658
C549986,F308
C549987,F802
549988,F303
549989,F941
549990,F574
549991,F360
549992,F681
549993,F616
549994,F789
549995,F984
549996,F254
549997,F621
549998,F572
549999,F509
550000,F122
550001,F529
550002,F114
550003,F904
550004,F135
550005,F693
550006,F105
550007,F223
550008,F762
C550009,F794
C550010,F978
550011,F105
550012,F457
C550013,F771
C550014,F413
550015,F827
550016,F945
550017,F298
550025,F273
C550024,F358
C550026,F808
C550027,F828
C550028,F462
C550029,F737
550030,F547
550031,F470
550032,F391
550033,F280
550034,F181
550035,F610
550052,F490
550054,F273
550057,F325
550071,F667
C550099,F318
550106,F295
550120,F143
550121,F115
550122,F855
550123,F909
550124,F884
550125,F962
550126,F244
C550127,F756
550128,F961
550129,F811
550130,F329
550131,F338
550132,F983
550133,F470
550134,F433
550135,F508
550136,F119
550137,F651
550138,F483
550144,F394
550145,F961
C550147,F167
550148,F679
550149,F631
550150,F242
550151,F234
550152,F276
550153,F871
550154,F309
550155,F323
550156,F824
550157,F914
550158,F847
550159,F806
550160,F636
550161,F346
550162,F578
550163,F937
550164,F826
C550165,F340
550167,F700
550169,F708
C550168,F970
C550170,F246
C550171,F695
C550172,F257
550173,F637
C550174,F607
C550176,F988
C550177,F168
550178,F709
550179,F217
550180,F841
C550181,F846
550182,F695
550183,F264
550184,F417
550185,F821
550186,F799
550187,F894
550188,F668
550189,F879
550190,F497
550191,F268
550192,F360
550193,F170
550194,F853
C550195,F283
550196,F428
550197,F465
550198,F648
550199,F210
550200,F861
550201,F208
550202,F146
550203,F202
550204,F962
550205,F155
550206,F241
550207,F387
550208,F438
550209,F475
550210,F108
550211,F962
550212,F445
550213,F923
550214,F102
550215,F832
550216,F204
550218,F131
550242,F595
550249,F748
550250,F787
550251,F392
550255,F263
550264,F771
550265,F721
550272,F744
550274,F696
550275,F308
550276,F360
550277,F637
550278,F881
550279,F451
550280,F550
550281,F596
550282,F404
550283,F899
550284,F142
550285,F386
550286,F625
550287,F609
550288,F577
550289,F292
550290,F530
550291,F482
550292,F164
550296,F684
550297,F394
550298,F738
550299,F703
C550300,F241
550301,F692
550302,F411
550303,F804
550304,F444
550305,F734
C550306,F200
550307,F987
550308,F539
550309,F577
550310,F138
550311,F963
550312,F599
550313,F626
550314,F519
550315,F212
550316,F249
550317,F703
550318,F986
550319,F343
550320,F445
550321,F855
550322,F300
550323,F591
550324,F505
550325,F138
550326,F308
550327,F337
550328,F661
550329,F939
550330,F738
550331,F743
550332,F588
550333,F956
550334,F219
550335,F869
550336,F481
550337,F756
550338,F685
550339,F478
550340,F561
550341,F947
550342,F606
550343,F756
550344,F351
550345,F204
550346,F370
550347,F673
550348,F871
C550349,F156
550350,F792
550351,F658
550352,F894
550354,F616
C550353,F762
C550355,F651
C550356,F439
550357,F186
C550358,F389
550359,F436
550360,F173
550361,F765
550362,F762
C550363,F346
550364,F290
C550365,F656
550377,F625
550389,F744
550408,F899
C550423,F559
550437,F225
550438,F284
550439,F231
550440,F499
C550442,F397
550446,F389
550447,F768
550448,F811
550449,F980
550450,F204
C550451,F673
550452,F528
550453,F662
C550454,F837
C550455,F823
C550456,F372
550457,F170
550458,F345
550459,F912
550460,F375
550461,F495
550462,F478
C550463,F854
550464,F372
550465,F918
C550466,F979
550467,F570
550468,F329
550469,F129
550470,F980
550471,F808
C550472,F191
550473,F429
550474,F747
C550475,F978
550476,F193
550477,F927
550478,F138
550479,F720
550480,F702
550481,F739
550483,F695
C550482,F989
C550484,F920
C550485,F585
C550486,F627
550487,F709
550488,F559
C550489,F771
550490,F792
550491,F552
550492,F600
550493,F316
C550494,F897
550495,F507
550496,F844
550497,F872
550498,F953
550499,F722
550500,F482
550501,F669
550502,F323
550503,F480
550504,F347
C550511,F184
550512,F211
550513,F391
550514,F244
550515,F556
550516,F932
550517,F604
550518,F204
550519,F599
550520,F151
550521,F300
550522,F275
550523,F225
550524,F448
550525,F612
550526,F402
550527,F145
550528,F782
C550529,F908
C550530,F597
550531,F433
550532,F731
C550533,F726
C550534,F344
550535,F940
C550536,F581
C550537,F979
C550538,F213
550539,F870
C550540,F573
550541,F578
550542,F703
550560,F342
550579,F376
550606,F966
550607,F722
550608,F546
C550609,F932
550610,F652
C550611,F484
550612,F640
550613,F649
C550614,F494
550615,F246
550616,F797
550617,F606
550618,F198
550619,F776
550620,F150
550621,F295
550622,F748
550623,F363
550624,F420
550625,F501
550626,F454
550627,F485
550628,F285
550629,F677
550630,F468
550631,F207
550632,F122
550633,F439
550634,F829
550635,F244
550636,F279
550637,F567
550638,F265
550639,F859
550640,F310
550641,F222
C550642,F470
550643,F854
550644,F988
550645,F269
C550646,F464
C550647,F910
C550648,F445
550649,F505
C550650,F600
550651,F655
550655,F565
550656,F659
550657,F361
550658,F794
550659,F952
550660,F456
550661,F271
550662,F126
550663,F195
550665,F468
C550664,F804
550666,F767
550667,F839
C550668,F387
550669,F326
550670,F569
550671,F259
C550672,F259
550673,F132
550674,F470
550675,F529
550701,F738
C550709,F684
550710,F829
550711,F449
550712,F781
550713,F256
550714,F575
550723,F138
550740,F513
550750,F440
C550751,F700
C550752,F669
550753,F577
550754,F614
550755,F224
550756,F813
550757,F753
550758,F730
550759,F440
550760,F687
550761,F911
550762,F382
550763,F461
550764,F178
550765,F403
550766,F563
550767,F771
550768,F634
550769,F388
C550770,F901
C550771,F136
550772,F308
550773,F373
550774,F108
550775,F670
550776,F587
550777,F666
550778,F175
550779,F336
C550780,F136
550781,F277
550782,F277
550783,F480
550784,F442
550785,F507
550786,F380
C550787,F810
550796,F461
550797,F835
550798,F404
550799,F193
550800,F800
550801,F736
550802,F765
550803,F786
550804,F701
550805,F141
550806,F279
C550807,F772
C550808,F368
C550809,F711
C550810,F135
550811,F484
C550812,F728
C550814,F723
550815,F977
550817,F520
550818,F359
550819,F456
550820,F453
550821,F311
550822,F297
550823,F773
550824,F245
C550825,F203
550826,F822
550827,F379
550828,F856
550829,F956
550830,F853
550831,F814
550832,F622
550833,F154
550834,F808
550835,F468
550836,F889
550837,F838
550838,F275
550885,F945
550890,F644
550898,F716
550899,F114
550900,F407
550901,F431
550906,F252
550907,F525
550908,F377
550911,F167
550912,F107
550913,F794
550914,F595
550915,F791
550916,F710
550917,F486
550918,F380
550919,F410
550920,F588
550921,F883
550922,F168
550923,F857
550924,F849
550925,F337
550926,F811
550927,F373
550928,F509
550929,F126
550930,F288
550931,F439
C550932,F775
C550933,F337
550934,F369
550936,F615
C550935,F382
550937,F111
550938,F638
550939,F419
550940,F407
550941,F234
550942,F964
550943,F971
550944,F958
550945,F504
550946,F242
550947,F576
550948,F539
550949,F367
550950,F593
550951,F401
550952,F961
550953,F718
550954,F923
550955,F417
550956,F502
550957,F606
550958,F104
C550959,F267
550960,F371
C550961,F334
C550962,F147
550963,F141
550964,F913
550965,F826
C550966,F457
550967,F954
550968,F131
C550969,F711
550970,F774
550971,F508
550972,F104
550973,F209
550974,F894
550975,F736
550976,F722
550977,F914
550978,F252
550979,F737
550980,F419
550981,F579
550982,F463
550983,F198
550984,F994
550985,F210
550986,F728
550987,F105
550988,F845
550989,F629
550990,F173
550991,F274
550992,F993
550993,F288
550994,F113
550995,F345
550996,F518
550997,F434
550998,F335
550999,F791
551000,F445
551001,F266
551002,F790
551003,F544
551004,F927
551005,F634
551006,F138
551007,F185
551008,F115
551009,F333
551010,F745
551011,F507
551012,F733
551013,F346
551014,F279
C551015,F658
551016,F748
C551017,F448
551019,F992
551020,F682
C551018,F258
551021,F244
551028,F889
551033,F587
551035,F295
551054,F905
551055,F977
551056,F369
551057,F433
551058,F598
551059,F294
551060,F679
C551061,F804
551062,F927
551085,F770
551088,F218
551124,F122
551125,F134
551126,F858
551133,F603
551134,F922
551135,F256
551136,F409
551137,F136
551138,F281
C551139,F363
C551140,F818
551141,F821
551142,F290
551143,F581
551144,F620
551145,F683
551146,F691
551147,F760
551148,F174
551149,F827
551150,F208
551151,F819
551152,F233
551158,F750
551159,F288
551160,F156
551161,F619
551162,F922
551163,F911
551164,F358
551165,F891
551166,F951
C551167,F933
551168,F219
551170,F979
551171,F677
551172,F211
551173,F434
551174,F715
C551175,F581
551176,F236
551177,F389
C551178,F223
C551179,F624
C551180,F396
551181,F908
551182,F896
551183,F665
551184,F836
551185,F940
551186,F113
551187,F841
551188,F188
551189,F241
C551190,F341
551191,F239
551192,F954
551193,F715
551194,F608
C551195,F324
551197,F737
551198,F261
C551196,F888
551199,F907
551200,F867
551201,F107
551202,F421
551211,F730
551218,F438
551234,F316
551240,F440
551243,F251
551247,F134
551250,F259
551258,F274
551259,F149
551262,F784
C551265,F411
551268,F166
551269,F490
551270,F132
551271,F640
551272,F984
551273,F744
551274,F439
551275,F497
551276,F546
551277,F658
551278,F657
551279,F166
551280,F624
551281,F747
551282,F783
551283,F388
551284,F521
C551285,F541
551286,F780
551287,F139
551288,F108
551289,F468
551290,F506
551291,F109
551292,F987
551293,F713
551294,F879
551299,F963
551301,F910
551302,F239
551304,F701
551305,F114
551314,F122
551315,F330
C551316,F318
551317,F642
551318,F830
551319,F318
551320,F977
551321,F447
551322,F284
551323,F664
551324,F634
551325,F335
551326,F778
551327,F379
551328,F701
C551329,F183
C551330,F627
C551331,F838
551332,F809
C551333,F860
551334,F860
C551335,F207
C551336,F513
551337,F909
551338,F395
551339,F636
551340,F346
551341,F352
551342,F762
551343,F255
551344,F565
551345,F971
551346,F127
551347,F676
C551348,F969
551349,F620
551350,F369
551351,F774
551352,F105
551383,F612
551384,F371
551385,F806
C551386,F114
551387,F632
C551388,F986
551389,F398
551390,F654
551391,F539
551392,F411
551393,F341
551394,F612
551395,F530
551396,F829
551397,F319
551398,F477
551399,F158
551400,F457
551401,F990
551412,F217
551413,F356
551414,F956
551415,F403
551416,F565
551417,F269
551418,F129
551419,F793
551420,F380
551421,F286
551422,F373
551423,F929
551424,F210
551425,F823
551426,F942
551427,F794
551428,F321
551429,F558
551430,F922
551431,F451
551432,F129
551433,F484
551434,F616
551435,F259
551436,F144
551437,F874
551438,F143
551439,F329
551440,F161
551441,F574
551442,F226
551443,F766
551444,F937
551445,F273
551446,F889
551447,F333
551448,F174
551449,F126
551450,F929
551451,F794
551452,F523
551453,F180
551454,F886
551455,F907
551456,F439
551457,F621
551458,F510
551459,F306
551460,F239
551461,F457
551462,F441
C551463,F113
C551464,F470
C551465,F573
C551466,F823
551467,F762
551468,F510
551469,F295
551470,F302
551471,F823
551501,F612
551506,F681
551507,F227
C551508,F275
C551509,F332
C551510,F491
C551511,F622
C551512,F591
C551513,F781
551514,F250
551515,F499
551516,F362
551517,F743
551518,F999
551519,F849
551520,F262
C551521,F436
C551522,F636
551523,F850
551524,F527
551525,F541
C551526,F789
551527,F490
551528,F339
551529,F491
551530,F713
551531,F862
551532,F360
551533,F667
551534,F873
551535,F389
551536,F759
551537,F942
551538,F189
551539,F571
C551540,F530
C551541,F936
551542,F897
551543,F559
551544,F816
551545,F703
551546,F605
551547,F273
551548,F675
551549,F780
551550,F163
C551551,F638
551552,F786
551553,F247
551554,F610
551555,F850
551556,F785
C551557,F440
551558,F655
551559,F273
551560,F230
551561,F289
551562,F250
551563,F399
551564,F875
551565,F395
551566,F709
551567,F372
551568,F281
551569,F845
551570,F437
551571,F374
551572,F804
551573,F701
551574,F274
551575,F227
551576,F461
551577,F294
551578,F356
551579,F433
551580,F757
551581,F291
551582,F100
551583,F449
551584,F894
C551585,F757
551586,F875
C551587,F609
C551588,F982
551589,F906
551595,F422
551599,F129
551603,F383
C551602,F221
551616,F332
551617,F188
551618,F614
551623,F773
C551646,F594
551647,F129
551649,F609
551650,F452
C551648,F583
551651,F362
551652,F878
551653,F534
551654,F534
551655,F632
551656,F308
551657,F380
551658,F727
C551659,F937
551660,F469
551661,F431
551662,F295
551663,F661
551664,F672
551665,F461
551666,F211
551667,F300
551668,F988
551669,F991
551671,F116
C551670,F194
551672,F313
551673,F635
C551674,F479
C551683,F395
C551684,F986
C551685,F744
551686,F514
551687,F437
551688,F122
551689,F982
551690,F103
551691,F999
551692,F605
551693,F540
551694,F397
551695,F163
551696,F286
551697,F976
551698,F852
C551699,F599
551700,F678
551701,F127
551702,F343
551704,F512
551705,F441
C551712,F462
551713,F986
551714,F412
551715,F370
551716,F518
551717,F802
551718,F316
551719,F188
551720,F496
551721,F146
551722,F100
551723,F577
551724,F186
551725,F143
551726,F293
551727,F360
551728,F733
551729,F935
551730,F570
551731,F892
C551732,F844
551733,F379
551734,F369
551735,F428
551736,F330
C551737,F341
551739,F533
551747,F589
551774,F154
551775,F629
551776,F740
C551778,F404
551791,F189
551809,F331
551810,F681
551811,F186
551812,F461
551813,F880
551814,F640
551815,F358
551816,F347
551817,F584
551818,F406
551819,F159
551820,F131
551821,F269
551822,F249
551823,F576
551824,F605
551825,F309
551826,F680
551832,F230
551833,F861
551834,F123
551835,F824
551836,F142
551837,F331
551838,F105
551839,F787
551840,F679
C551841,F640
551842,F377
551843,F883
551844,F886
551845,F431
551846,F625
551847,F700
551848,F873
551849,F991
551850,F139
551851,F547
551852,F268
551853,F585
551854,F130
551855,F527
551856,F656
551857,F926
551858,F143
551859,F163
551860,F542
C551861,F497
551862,F783
C551863,F767
C551864,F324
C551865,F793
C551867,F129
551868,F489
551869,F765
551870,F751
551872,F913
551874,F406
551875,F779
551876,F254
551877,F497
551878,F542
551879,F629
551880,F939
551881,F751
551882,F239
551883,F956
551884,F641
551885,F756
551886,F450
551887,F691
551888,F348
551889,F171
551890,F827
551891,F689
C551892,F951
551893,F805
551894,F194
551895,F632
551896,F386
551897,F931
551900,F610
551902,F974
551907,F969
551944,F892
551945,F596
551946,F836
C551947,F888
C551948,F823
C551949,F225
551950,F671
551951,F753
551952,F940
551953,F357
551954,F586
551955,F885
551956,F408
551957,F744
551958,F673
551959,F346
551960,F978
551961,F131
551962,F496
551963,F407
551964,F965
551965,F620
551966,F996
551967,F316
551976,F681
551977,F273
551978,F634
551979,F608
551980,F295
551981,F951
551982,F423
551983,F361
551984,F254
551985,F313
551986,F956
551987,F345
551988,F454
551989,F602
551990,F488
551991,F641
551992,F140
551993,F934
551994,F461
551995,F349
551996,F565
551997,F270
551998,F396
C551999,F625
552000,F389
552004,F660
552005,F626
552006,F120
552007,F554
552008,F115
552009,F401
552010,F705
552011,F478
C552012,F596
552013,F977
C552014,F440
C552015,F385
C552016,F802
552017,F812
552018,F799
C552019,F753
C552020,F395
C552021,F457
C552022,F776
552023,F786
C552024,F816
552025,F748
552026,F460
552028,F771
C552027,F458
C552029,F372
C552030,F194
C552031,F895
552032,F415
552033,F864
552034,F206
552035,F366
552036,F219
552037,F143
552038,F417
552039,F524
552040,F765
552041,F624
552042,F627
C552043,F920
552044,F404
552045,F472
552046,F894
C552047,F262
552048,F242
C552049,F576
552050,F979
552051,F209
